Index,Cancer,Drug,Gene,Raw P value,Link
13200,Brain Lower Grade Glioma (LGG),Temozolomide,IP6K3,0.04796292365,LINK
13201,Brain Lower Grade Glioma (LGG),Temozolomide,LEMD2,0.04796292365,LINK
13202,Brain Lower Grade Glioma (LGG),Temozolomide,MLN,0.04796292365,LINK
13203,Brain Lower Grade Glioma (LGG),Temozolomide,MIR1275,0.04796292365,LINK
13204,Brain Lower Grade Glioma (LGG),Temozolomide,GRM4,0.04796292365,LINK
13205,Brain Lower Grade Glioma (LGG),Temozolomide,HMGA1,0.04796292365,LINK
13206,Brain Lower Grade Glioma (LGG),Temozolomide,C6orf1,0.04796292365,LINK
13207,Brain Lower Grade Glioma (LGG),Temozolomide,NUDT3,0.04796292365,LINK
13208,Brain Lower Grade Glioma (LGG),Temozolomide,RPS10,0.04796292365,LINK
13209,Brain Lower Grade Glioma (LGG),Temozolomide,PACSIN1,0.04796292365,LINK
13210,Brain Lower Grade Glioma (LGG),Temozolomide,SPDEF,0.04796292365,LINK
13211,Brain Lower Grade Glioma (LGG),Temozolomide,C6orf106,0.04796292365,LINK
13212,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SL200P,0.04796292365,LINK
13213,Brain Lower Grade Glioma (LGG),Temozolomide,snoU13|ENSG00000239059.1,0.04796292365,LINK
13214,Brain Lower Grade Glioma (LGG),Temozolomide,snoU13|ENSG00000238484.1,0.04796292365,LINK
13215,Brain Lower Grade Glioma (LGG),Temozolomide,ANKS1A,0.04796292365,LINK
13216,Brain Lower Grade Glioma (LGG),Temozolomide,SNRPC,0.04796292365,LINK
13217,Brain Lower Grade Glioma (LGG),Temozolomide,TAF11,0.04796292365,LINK
13218,Brain Lower Grade Glioma (LGG),Temozolomide,UHRF1BP1,0.04796292365,LINK
13219,Brain Lower Grade Glioma (LGG),Temozolomide,TCP11,0.04796292365,LINK
13220,Brain Lower Grade Glioma (LGG),Temozolomide,SCUBE3,0.04796292365,LINK
13221,Brain Lower Grade Glioma (LGG),Temozolomide,ZNF76,0.04796292365,LINK
13222,Brain Lower Grade Glioma (LGG),Temozolomide,DEF6,0.04796292365,LINK
13223,Brain Lower Grade Glioma (LGG),Temozolomide,PPARD,0.04796292365,LINK
13224,Brain Lower Grade Glioma (LGG),Temozolomide,FANCE,0.04796292365,LINK
13225,Brain Lower Grade Glioma (LGG),Temozolomide,RPL10A,0.04796292365,LINK
13226,Brain Lower Grade Glioma (LGG),Temozolomide,TEAD3,0.04796292365,LINK
13227,Brain Lower Grade Glioma (LGG),Temozolomide,TULP1,0.04796292365,LINK
13228,Brain Lower Grade Glioma (LGG),Temozolomide,FKBP5,0.04796292365,LINK
13229,Brain Lower Grade Glioma (LGG),Temozolomide,SNORA40|ENSG00000212579.1,0.04796292365,LINK
13230,Brain Lower Grade Glioma (LGG),Temozolomide,MIR5690,0.04796292365,LINK
13231,Brain Lower Grade Glioma (LGG),Temozolomide,ARMC12,0.04796292365,LINK
13232,Brain Lower Grade Glioma (LGG),Temozolomide,CLPSL1,0.04796292365,LINK
13233,Brain Lower Grade Glioma (LGG),Temozolomide,CLPSL2,0.04796292365,LINK
13234,Brain Lower Grade Glioma (LGG),Temozolomide,CLPS,0.04796292365,LINK
13235,Brain Lower Grade Glioma (LGG),Temozolomide,LHFPL5,0.04796292365,LINK
13236,Brain Lower Grade Glioma (LGG),Temozolomide,SRPK1,0.04796292365,LINK
13237,Brain Lower Grade Glioma (LGG),Temozolomide,SLC26A8,0.04796292365,LINK
13238,Brain Lower Grade Glioma (LGG),Temozolomide,MAPK14,0.04796292365,LINK
13239,Brain Lower Grade Glioma (LGG),Temozolomide,MAPK13,0.04796292365,LINK
13240,Brain Lower Grade Glioma (LGG),Temozolomide,BRPF3,0.04796292365,LINK
13241,Brain Lower Grade Glioma (LGG),Temozolomide,PNPLA1,0.04796292365,LINK
13242,Brain Lower Grade Glioma (LGG),Temozolomide,C6orf222,0.04796292365,LINK
13243,Brain Lower Grade Glioma (LGG),Temozolomide,ETV7,0.04796292365,LINK
13244,Brain Lower Grade Glioma (LGG),Temozolomide,PXT1,0.04796292365,LINK
13245,Brain Lower Grade Glioma (LGG),Temozolomide,KCTD20,0.04796292365,LINK
13246,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SL502P,0.04796292365,LINK
13247,Brain Lower Grade Glioma (LGG),Temozolomide,STK38,0.04796292365,LINK
13248,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SL748P,0.04796292365,LINK
13249,Brain Lower Grade Glioma (LGG),Temozolomide,SRSF3,0.04796292365,LINK
13250,Brain Lower Grade Glioma (LGG),Temozolomide,MIR3925,0.04796292365,LINK
13251,Brain Lower Grade Glioma (LGG),Temozolomide,CDKN1A,0.04796292365,LINK
13252,Brain Lower Grade Glioma (LGG),Temozolomide,PPIL1,0.04796292365,LINK
13253,Brain Lower Grade Glioma (LGG),Temozolomide,C6orf89,0.04796292365,LINK
13254,Brain Lower Grade Glioma (LGG),Temozolomide,PI16,0.04796292365,LINK
13255,Brain Lower Grade Glioma (LGG),Temozolomide,MTCH1,0.04796292365,LINK
13256,Brain Lower Grade Glioma (LGG),Temozolomide,FGD2,0.04796292365,LINK
13257,Brain Lower Grade Glioma (LGG),Temozolomide,COX6A1P2,0.04796292365,LINK
13258,Brain Lower Grade Glioma (LGG),Temozolomide,PIM1,0.04796292365,LINK
13259,Brain Lower Grade Glioma (LGG),Temozolomide,SNORD112|ENSG00000252687.1,0.04796292365,LINK
13260,Brain Lower Grade Glioma (LGG),Temozolomide,TMEM217,0.04796292365,LINK
13261,Brain Lower Grade Glioma (LGG),Temozolomide,snoU13|ENSG00000238375.1,0.04796292365,LINK
13262,Brain Lower Grade Glioma (LGG),Temozolomide,TBC1D22B,0.04796292365,LINK
13263,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SL273P,0.04796292365,LINK
13264,Brain Lower Grade Glioma (LGG),Temozolomide,RNF8,0.04796292365,LINK
13265,Brain Lower Grade Glioma (LGG),Temozolomide,FTSJD2,0.04796292365,LINK
13266,Brain Lower Grade Glioma (LGG),Temozolomide,CCDC167,0.04796292365,LINK
13267,Brain Lower Grade Glioma (LGG),Temozolomide,MIR4462,0.04796292365,LINK
13268,Brain Lower Grade Glioma (LGG),Temozolomide,MDGA1,0.04796292365,LINK
13269,Brain Lower Grade Glioma (LGG),Temozolomide,ZFAND3,0.04796292365,LINK
13270,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SL285P,0.04796292365,LINK
13271,Brain Lower Grade Glioma (LGG),Temozolomide,BTBD9,0.04796292365,LINK
13272,Brain Lower Grade Glioma (LGG),Temozolomide,SNORD45|ENSG00000200706.1,0.04796292365,LINK
13273,Brain Lower Grade Glioma (LGG),Temozolomide,GLO1,0.04796292365,LINK
13274,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SL465P,0.04796292365,LINK
13275,Brain Lower Grade Glioma (LGG),Temozolomide,SNORA8|ENSG00000212586.1,0.04796292365,LINK
13276,Brain Lower Grade Glioma (LGG),Temozolomide,GLP1R,0.04796292365,LINK
13277,Brain Lower Grade Glioma (LGG),Temozolomide,SAYSD1,0.04796292365,LINK
13278,Brain Lower Grade Glioma (LGG),Temozolomide,KCNK5,0.04796292365,LINK
13279,Brain Lower Grade Glioma (LGG),Temozolomide,KCNK17,0.04796292365,LINK
13280,Brain Lower Grade Glioma (LGG),Temozolomide,KCNK16,0.04796292365,LINK
13281,Brain Lower Grade Glioma (LGG),Temozolomide,KIF6,0.04796292365,LINK
13282,Brain Lower Grade Glioma (LGG),Temozolomide,DAAM2,0.04796292365,LINK
13283,Brain Lower Grade Glioma (LGG),Temozolomide,MOCS1,0.04796292365,LINK
13284,Brain Lower Grade Glioma (LGG),Temozolomide,TDRG1,0.04796292365,LINK
13285,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00951,0.04796292365,LINK
13286,Brain Lower Grade Glioma (LGG),Temozolomide,LRFN2,0.04796292365,LINK
13287,Brain Lower Grade Glioma (LGG),Temozolomide,OARD1,0.04796292365,LINK
13288,Brain Lower Grade Glioma (LGG),Temozolomide,UNC5CL,0.04796292365,LINK
13289,Brain Lower Grade Glioma (LGG),Temozolomide,TSPO2,0.04796292365,LINK
13290,Brain Lower Grade Glioma (LGG),Temozolomide,APOBEC2,0.04796292365,LINK
13291,Brain Lower Grade Glioma (LGG),Temozolomide,NFYA,0.04796292365,LINK
13292,Brain Lower Grade Glioma (LGG),Temozolomide,ADCY10P1,0.04796292365,LINK
13293,Brain Lower Grade Glioma (LGG),Temozolomide,TREML1,0.04796292365,LINK
13294,Brain Lower Grade Glioma (LGG),Temozolomide,TREM2,0.04796292365,LINK
13295,Brain Lower Grade Glioma (LGG),Temozolomide,TREML2,0.04796292365,LINK
13296,Brain Lower Grade Glioma (LGG),Temozolomide,TREML3P,0.04796292365,LINK
13297,Brain Lower Grade Glioma (LGG),Temozolomide,TREML4,0.04796292365,LINK
13298,Brain Lower Grade Glioma (LGG),Temozolomide,RNA5SP207,0.04796292365,LINK
13299,Brain Lower Grade Glioma (LGG),Temozolomide,TREM1,0.04796292365,LINK
13300,Brain Lower Grade Glioma (LGG),Temozolomide,NCR2,0.04796292365,LINK
13301,Brain Lower Grade Glioma (LGG),Temozolomide,FOXP4,0.04796292365,LINK
13302,Brain Lower Grade Glioma (LGG),Temozolomide,MIR4641,0.04796292365,LINK
13303,Brain Lower Grade Glioma (LGG),Temozolomide,MDFI,0.04796292365,LINK
13304,Brain Lower Grade Glioma (LGG),Temozolomide,TFEB,0.04796292365,LINK
13305,Brain Lower Grade Glioma (LGG),Temozolomide,PGC,0.04796292365,LINK
13306,Brain Lower Grade Glioma (LGG),Temozolomide,FRS3,0.04796292365,LINK
13307,Brain Lower Grade Glioma (LGG),Temozolomide,PRICKLE4,0.04796292365,LINK
13308,Brain Lower Grade Glioma (LGG),Temozolomide,TOMM6,0.04796292365,LINK
13309,Brain Lower Grade Glioma (LGG),Temozolomide,USP49,0.04796292365,LINK
13310,Brain Lower Grade Glioma (LGG),Temozolomide,SNORA8|ENSG00000206977.1,0.04796292365,LINK
13311,Brain Lower Grade Glioma (LGG),Temozolomide,MED20,0.04796292365,LINK
13312,Brain Lower Grade Glioma (LGG),Temozolomide,BYSL,0.04796292365,LINK
13313,Brain Lower Grade Glioma (LGG),Temozolomide,CCND3,0.04796292365,LINK
13314,Brain Lower Grade Glioma (LGG),Temozolomide,TAF8,0.04796292365,LINK
13315,Brain Lower Grade Glioma (LGG),Temozolomide,C6orf132,0.04796292365,LINK
13316,Brain Lower Grade Glioma (LGG),Temozolomide,GUCA1A,0.04796292365,LINK
13317,Brain Lower Grade Glioma (LGG),Temozolomide,GUCA1B,0.04796292365,LINK
13318,Brain Lower Grade Glioma (LGG),Temozolomide,MRPS10,0.04796292365,LINK
13319,Brain Lower Grade Glioma (LGG),Temozolomide,TRERF1,0.04796292365,LINK
13320,Brain Lower Grade Glioma (LGG),Temozolomide,U3|ENSG00000221252.1,0.04796292365,LINK
13321,Glioblastoma multiforme (GBM),Temozolomide,RBMS3,0.04803809941,LINK
13322,Glioblastoma multiforme (GBM),Temozolomide,U3|ENSG00000199927.1,0.04803809941,LINK
13323,Glioblastoma multiforme (GBM),Temozolomide,TGFBR2,0.04803809941,LINK
13324,Glioblastoma multiforme (GBM),Temozolomide,GADL1,0.04803809941,LINK
13325,Glioblastoma multiforme (GBM),Temozolomide,RNA5SP127,0.04803809941,LINK
13326,Glioblastoma multiforme (GBM),Temozolomide,STT3B,0.04803809941,LINK
13327,Brain Lower Grade Glioma (LGG),Temozolomide,TRPS1,0.04806607657,LINK
13328,Glioblastoma multiforme (GBM),Temozolomide,KLHL18,0.04822620444,LINK
13329,Glioblastoma multiforme (GBM),Temozolomide,PTPN23,0.04822620444,LINK
13330,Glioblastoma multiforme (GBM),Temozolomide,SCAP,0.04822620444,LINK
13331,Glioblastoma multiforme (GBM),Temozolomide,snoU13|ENSG00000238350.1,0.04822620444,LINK
13332,Glioblastoma multiforme (GBM),Temozolomide,ELP6,0.04822620444,LINK
13333,Glioblastoma multiforme (GBM),Temozolomide,RN7SL870P,0.04822620444,LINK
13334,Glioblastoma multiforme (GBM),Temozolomide,CSPG5,0.04822620444,LINK
13335,Glioblastoma multiforme (GBM),Temozolomide,SMARCC1,0.04822620444,LINK
13336,Glioblastoma multiforme (GBM),Temozolomide,DHX30,0.04822620444,LINK
13337,Glioblastoma multiforme (GBM),Temozolomide,RN7SKP167,0.04880448753,LINK
13338,Glioblastoma multiforme (GBM),Temozolomide,FGFR2,0.04880448753,LINK
13339,Brain Lower Grade Glioma (LGG),Temozolomide,BRD2,0.0488868386,LINK
13340,Brain Lower Grade Glioma (LGG),Temozolomide,HCG24,0.0488868386,LINK
13341,Brain Lower Grade Glioma (LGG),Temozolomide,MTPN,0.04904436774,LINK
13342,Brain Lower Grade Glioma (LGG),Temozolomide,KIAA0556,0.04923569802,LINK
13343,Glioblastoma multiforme (GBM),Temozolomide,SNORA70|ENSG00000206661.1,0.04932750173,LINK
13344,Glioblastoma multiforme (GBM),Temozolomide,RN7SL318P,0.04932750173,LINK
13345,Glioblastoma multiforme (GBM),Temozolomide,RN7SKP159,0.04932750173,LINK
13346,Glioblastoma multiforme (GBM),Temozolomide,MCPH1,0.04932750173,LINK
13347,Glioblastoma multiforme (GBM),Temozolomide,ANGPT2,0.04932750173,LINK
13348,Glioblastoma multiforme (GBM),Temozolomide,AGPAT5,0.04932750173,LINK
13349,Glioblastoma multiforme (GBM),Temozolomide,MIR4659A,0.04932750173,LINK
13350,Glioblastoma multiforme (GBM),Temozolomide,XKR5,0.04932750173,LINK
13351,Glioblastoma multiforme (GBM),Temozolomide,DEFB1,0.04932750173,LINK
13352,Glioblastoma multiforme (GBM),Temozolomide,DEFA6,0.04932750173,LINK
13353,Glioblastoma multiforme (GBM),Temozolomide,DEFA4,0.04932750173,LINK
13354,Glioblastoma multiforme (GBM),Temozolomide,ALG1L13P,0.04932750173,LINK
13355,Glioblastoma multiforme (GBM),Temozolomide,DEFA1B,0.04932750173,LINK
13356,Glioblastoma multiforme (GBM),Temozolomide,DEFA1,0.04932750173,LINK
13357,Glioblastoma multiforme (GBM),Temozolomide,DEFA3,0.04932750173,LINK
13358,Glioblastoma multiforme (GBM),Temozolomide,DEFA5,0.04932750173,LINK
13359,Glioblastoma multiforme (GBM),Temozolomide,DEFB103A,0.04932750173,LINK
13360,Glioblastoma multiforme (GBM),Temozolomide,DEFB103B,0.04932750173,LINK
13361,Glioblastoma multiforme (GBM),Temozolomide,DEFB104A,0.04932750173,LINK
13362,Glioblastoma multiforme (GBM),Temozolomide,DEFB104B,0.04932750173,LINK
13363,Glioblastoma multiforme (GBM),Temozolomide,DEFB105A,0.04932750173,LINK
13364,Glioblastoma multiforme (GBM),Temozolomide,DEFB105B,0.04932750173,LINK
13365,Glioblastoma multiforme (GBM),Temozolomide,DEFB106A,0.04932750173,LINK
13366,Glioblastoma multiforme (GBM),Temozolomide,DEFB106B,0.04932750173,LINK
13367,Glioblastoma multiforme (GBM),Temozolomide,DEFB107A,0.04932750173,LINK
13368,Glioblastoma multiforme (GBM),Temozolomide,DEFB107B,0.04932750173,LINK
13369,Glioblastoma multiforme (GBM),Temozolomide,DEFB4A,0.04932750173,LINK
13370,Glioblastoma multiforme (GBM),Temozolomide,DEFB4B,0.04932750173,LINK
13371,Glioblastoma multiforme (GBM),Temozolomide,FAM66B,0.04932750173,LINK
13372,Glioblastoma multiforme (GBM),Temozolomide,FAM66E,0.04932750173,LINK
13373,Glioblastoma multiforme (GBM),Temozolomide,FAM85B,0.04932750173,LINK
13374,Glioblastoma multiforme (GBM),Temozolomide,FAM86B3P,0.04932750173,LINK
13375,Glioblastoma multiforme (GBM),Temozolomide,FAM90A24P,0.04932750173,LINK
13376,Glioblastoma multiforme (GBM),Temozolomide,LRLE1,0.04932750173,LINK
13377,Glioblastoma multiforme (GBM),Temozolomide,MIR548I3,0.04932750173,LINK
13378,Glioblastoma multiforme (GBM),Temozolomide,SGK223,0.04932750173,LINK
13379,Glioblastoma multiforme (GBM),Temozolomide,SPAG11A,0.04932750173,LINK
13380,Glioblastoma multiforme (GBM),Temozolomide,SPAG11B,0.04932750173,LINK
13381,Glioblastoma multiforme (GBM),Temozolomide,ZNF705B,0.04932750173,LINK
13382,Glioblastoma multiforme (GBM),Temozolomide,ZNF705G,0.04932750173,LINK
13383,Glioblastoma multiforme (GBM),Temozolomide,RN7SL178P,0.04932750173,LINK
13384,Glioblastoma multiforme (GBM),Temozolomide,CLDN23,0.04932750173,LINK
13385,Glioblastoma multiforme (GBM),Temozolomide,MFHAS1,0.04932750173,LINK
13386,Glioblastoma multiforme (GBM),Temozolomide,SNORA70|ENSG00000207244.1,0.04932750173,LINK
13387,Glioblastoma multiforme (GBM),Temozolomide,ERI1,0.04932750173,LINK
13388,Glioblastoma multiforme (GBM),Temozolomide,MIR4660,0.04932750173,LINK
13389,Glioblastoma multiforme (GBM),Temozolomide,PPP1R3B,0.04932750173,LINK
13390,Glioblastoma multiforme (GBM),Temozolomide,U3|ENSG00000252543.1,0.04932750173,LINK
13391,Glioblastoma multiforme (GBM),Temozolomide,TNKS,0.04932750173,LINK
13392,Glioblastoma multiforme (GBM),Temozolomide,MIR597,0.04932750173,LINK
13393,Glioblastoma multiforme (GBM),Temozolomide,snoU13|ENSG00000239065.1,0.04932750173,LINK
13394,Glioblastoma multiforme (GBM),Temozolomide,LINC00599,0.04932750173,LINK
13395,Glioblastoma multiforme (GBM),Temozolomide,snoU13|ENSG00000238496.1,0.04932750173,LINK
13396,Glioblastoma multiforme (GBM),Temozolomide,MSRA,0.04932750173,LINK
13397,Glioblastoma multiforme (GBM),Temozolomide,PRSS51,0.04932750173,LINK
13398,Glioblastoma multiforme (GBM),Temozolomide,PRSS55,0.04932750173,LINK
13399,Glioblastoma multiforme (GBM),Temozolomide,RP1L1,0.04932750173,LINK
13400,Glioblastoma multiforme (GBM),Temozolomide,MIR4286,0.04932750173,LINK
13401,Glioblastoma multiforme (GBM),Temozolomide,C8orf74,0.04932750173,LINK
13402,Glioblastoma multiforme (GBM),Temozolomide,RNA5SP252,0.04932750173,LINK
13403,Glioblastoma multiforme (GBM),Temozolomide,SOX7,0.04932750173,LINK
13404,Glioblastoma multiforme (GBM),Temozolomide,PINX1,0.04932750173,LINK
13405,Glioblastoma multiforme (GBM),Temozolomide,SNORD112|ENSG00000252565.1,0.04932750173,LINK
13406,Glioblastoma multiforme (GBM),Temozolomide,MIR5692A2,0.04932750173,LINK
13407,Glioblastoma multiforme (GBM),Temozolomide,LONRF1,0.04932750173,LINK
13408,Glioblastoma multiforme (GBM),Temozolomide,LINC00681,0.04932750173,LINK
13409,Glioblastoma multiforme (GBM),Temozolomide,KIAA1456,0.04932750173,LINK
13410,Glioblastoma multiforme (GBM),Temozolomide,RNA5SP255,0.04932750173,LINK
13411,Glioblastoma multiforme (GBM),Temozolomide,C8orf48,0.04932750173,LINK
13412,Glioblastoma multiforme (GBM),Temozolomide,GFRA2,0.04932750173,LINK
13413,Glioblastoma multiforme (GBM),Temozolomide,DOK2,0.04932750173,LINK
13414,Glioblastoma multiforme (GBM),Temozolomide,XPO7,0.04932750173,LINK
13415,Glioblastoma multiforme (GBM),Temozolomide,NPM2,0.04932750173,LINK
13416,Glioblastoma multiforme (GBM),Temozolomide,snoU13|ENSG00000238466.1,0.04932750173,LINK
13417,Glioblastoma multiforme (GBM),Temozolomide,FGF17,0.04932750173,LINK
13418,Glioblastoma multiforme (GBM),Temozolomide,DMTN,0.04932750173,LINK
13419,Glioblastoma multiforme (GBM),Temozolomide,FAM160B2,0.04932750173,LINK
13420,Glioblastoma multiforme (GBM),Temozolomide,NUDT18,0.04932750173,LINK
13421,Glioblastoma multiforme (GBM),Temozolomide,HR,0.04932750173,LINK
13422,Glioblastoma multiforme (GBM),Temozolomide,REEP4,0.04932750173,LINK
13423,Glioblastoma multiforme (GBM),Temozolomide,LGI3,0.04932750173,LINK
13424,Glioblastoma multiforme (GBM),Temozolomide,SFTPC,0.04932750173,LINK
13425,Glioblastoma multiforme (GBM),Temozolomide,BMP1,0.04932750173,LINK
13426,Glioblastoma multiforme (GBM),Temozolomide,PHYHIP,0.04932750173,LINK
13427,Glioblastoma multiforme (GBM),Temozolomide,MIR320A,0.04932750173,LINK
13428,Glioblastoma multiforme (GBM),Temozolomide,POLR3D,0.04932750173,LINK
13429,Glioblastoma multiforme (GBM),Temozolomide,PIWIL2,0.04932750173,LINK
13430,Glioblastoma multiforme (GBM),Temozolomide,PPP3CC,0.04932750173,LINK
13431,Glioblastoma multiforme (GBM),Temozolomide,SLC39A14,0.04932750173,LINK
13432,Glioblastoma multiforme (GBM),Temozolomide,SORBS3,0.04932750173,LINK
13433,Glioblastoma multiforme (GBM),Temozolomide,PDLIM2,0.04932750173,LINK
13434,Glioblastoma multiforme (GBM),Temozolomide,C8orf58,0.04932750173,LINK
13435,Glioblastoma multiforme (GBM),Temozolomide,KIAA1967,0.04932750173,LINK
13436,Glioblastoma multiforme (GBM),Temozolomide,BIN3,0.04932750173,LINK
13437,Glioblastoma multiforme (GBM),Temozolomide,EGR3,0.04932750173,LINK
13438,Glioblastoma multiforme (GBM),Temozolomide,PEBP4,0.04932750173,LINK
13439,Glioblastoma multiforme (GBM),Temozolomide,RN7SL303P,0.04932750173,LINK
13440,Glioblastoma multiforme (GBM),Temozolomide,RHOBTB2,0.04932750173,LINK
13441,Glioblastoma multiforme (GBM),Temozolomide,TNFRSF10B,0.04932750173,LINK
13442,Glioblastoma multiforme (GBM),Temozolomide,TNFRSF10C,0.04932750173,LINK
13443,Glioblastoma multiforme (GBM),Temozolomide,TNFRSF10D,0.04932750173,LINK
13444,Glioblastoma multiforme (GBM),Temozolomide,TNFRSF10A,0.04932750173,LINK
13445,Glioblastoma multiforme (GBM),Temozolomide,CHMP7,0.04932750173,LINK
13446,Glioblastoma multiforme (GBM),Temozolomide,R3HCC1,0.04932750173,LINK
13447,Glioblastoma multiforme (GBM),Temozolomide,LOXL2,0.04932750173,LINK
13448,Glioblastoma multiforme (GBM),Temozolomide,ENTPD4,0.04932750173,LINK
13449,Glioblastoma multiforme (GBM),Temozolomide,SLC25A37,0.04932750173,LINK
13450,Glioblastoma multiforme (GBM),Temozolomide,FP15737,0.04932750173,LINK
13451,Glioblastoma multiforme (GBM),Temozolomide,SNORA67|ENSG00000207027.1,0.04932750173,LINK
13452,Glioblastoma multiforme (GBM),Temozolomide,STC1,0.04932750173,LINK
13453,Glioblastoma multiforme (GBM),Temozolomide,ADAM28,0.04932750173,LINK
13454,Glioblastoma multiforme (GBM),Temozolomide,ADAMDEC1,0.04932750173,LINK
13455,Glioblastoma multiforme (GBM),Temozolomide,ADAM7,0.04932750173,LINK
13456,Glioblastoma multiforme (GBM),Temozolomide,NEFM,0.04932750173,LINK
13457,Glioblastoma multiforme (GBM),Temozolomide,NEFL,0.04932750173,LINK
13458,Glioblastoma multiforme (GBM),Temozolomide,RN7SL651P,0.04932750173,LINK
13459,Glioblastoma multiforme (GBM),Temozolomide,DOCK5,0.04932750173,LINK
13460,Glioblastoma multiforme (GBM),Temozolomide,GNRH1,0.04932750173,LINK
13461,Glioblastoma multiforme (GBM),Temozolomide,KCTD9,0.04932750173,LINK
13462,Glioblastoma multiforme (GBM),Temozolomide,CDCA2,0.04932750173,LINK
13463,Glioblastoma multiforme (GBM),Temozolomide,EBF2,0.04932750173,LINK
13464,Glioblastoma multiforme (GBM),Temozolomide,RNA5SP258,0.04932750173,LINK
13465,Glioblastoma multiforme (GBM),Temozolomide,PPP2R2A,0.04932750173,LINK
13466,Glioblastoma multiforme (GBM),Temozolomide,BNIP3L,0.04932750173,LINK
13467,Glioblastoma multiforme (GBM),Temozolomide,SDAD1P1,0.04932750173,LINK
13468,Glioblastoma multiforme (GBM),Temozolomide,PNMA2,0.04932750173,LINK
13469,Glioblastoma multiforme (GBM),Temozolomide,DPYSL2,0.04932750173,LINK
13470,Glioblastoma multiforme (GBM),Temozolomide,ADRA1A,0.04932750173,LINK
13471,Glioblastoma multiforme (GBM),Temozolomide,MIR548H4,0.04932750173,LINK
13472,Glioblastoma multiforme (GBM),Temozolomide,STMN4,0.04932750173,LINK
13473,Glioblastoma multiforme (GBM),Temozolomide,TRIM35,0.04932750173,LINK
13474,Glioblastoma multiforme (GBM),Temozolomide,PTK2B,0.04932750173,LINK
13475,Glioblastoma multiforme (GBM),Temozolomide,CHRNA2,0.04932750173,LINK
13476,Glioblastoma multiforme (GBM),Temozolomide,EPHX2,0.04932750173,LINK
13477,Glioblastoma multiforme (GBM),Temozolomide,CLU,0.04932750173,LINK
13478,Glioblastoma multiforme (GBM),Temozolomide,SCARA3,0.04932750173,LINK
13479,Glioblastoma multiforme (GBM),Temozolomide,MIR3622B,0.04932750173,LINK
13480,Glioblastoma multiforme (GBM),Temozolomide,CCDC25,0.04932750173,LINK
13481,Glioblastoma multiforme (GBM),Temozolomide,snoU13|ENSG00000238624.1,0.04932750173,LINK
13482,Glioblastoma multiforme (GBM),Temozolomide,ESCO2,0.04932750173,LINK
13483,Glioblastoma multiforme (GBM),Temozolomide,PBK,0.04932750173,LINK
13484,Glioblastoma multiforme (GBM),Temozolomide,SCARA5,0.04932750173,LINK
13485,Glioblastoma multiforme (GBM),Temozolomide,MIR4287,0.04932750173,LINK
13486,Glioblastoma multiforme (GBM),Temozolomide,NUGGC,0.04932750173,LINK
13487,Glioblastoma multiforme (GBM),Temozolomide,ELP3,0.04932750173,LINK
13488,Glioblastoma multiforme (GBM),Temozolomide,PNOC,0.04932750173,LINK
13489,Glioblastoma multiforme (GBM),Temozolomide,ZNF395,0.04932750173,LINK
13490,Glioblastoma multiforme (GBM),Temozolomide,FBXO16,0.04932750173,LINK
13491,Glioblastoma multiforme (GBM),Temozolomide,FZD3,0.04932750173,LINK
13492,Glioblastoma multiforme (GBM),Temozolomide,MIR4288,0.04932750173,LINK
13493,Glioblastoma multiforme (GBM),Temozolomide,RNA5SP259,0.04932750173,LINK
13494,Glioblastoma multiforme (GBM),Temozolomide,EXTL3,0.04932750173,LINK
13495,Glioblastoma multiforme (GBM),Temozolomide,INTS9,0.04932750173,LINK
13496,Glioblastoma multiforme (GBM),Temozolomide,HMBOX1,0.04932750173,LINK
13497,Glioblastoma multiforme (GBM),Temozolomide,RNA5SP260,0.04932750173,LINK
13498,Glioblastoma multiforme (GBM),Temozolomide,KIF13B,0.04932750173,LINK
13499,Glioblastoma multiforme (GBM),Temozolomide,RN7SL781P,0.04932750173,LINK
13500,Glioblastoma multiforme (GBM),Temozolomide,DUSP4,0.04932750173,LINK
13501,Glioblastoma multiforme (GBM),Temozolomide,LINC00589,0.04932750173,LINK
13502,Glioblastoma multiforme (GBM),Temozolomide,FAM183CP,0.04932750173,LINK
13503,Glioblastoma multiforme (GBM),Temozolomide,MIR3148,0.04932750173,LINK
13504,Glioblastoma multiforme (GBM),Temozolomide,TMEM66,0.04932750173,LINK
13505,Glioblastoma multiforme (GBM),Temozolomide,LEPROTL1,0.04932750173,LINK
13506,Glioblastoma multiforme (GBM),Temozolomide,MBOAT4,0.04932750173,LINK
13507,Glioblastoma multiforme (GBM),Temozolomide,DCTN6,0.04932750173,LINK
13508,Glioblastoma multiforme (GBM),Temozolomide,TUBBP1,0.04932750173,LINK
13509,Glioblastoma multiforme (GBM),Temozolomide,RBPMS,0.04932750173,LINK
13510,Glioblastoma multiforme (GBM),Temozolomide,GTF2E2,0.04932750173,LINK
13511,Glioblastoma multiforme (GBM),Temozolomide,SMIM18,0.04932750173,LINK
13512,Glioblastoma multiforme (GBM),Temozolomide,GSR,0.04932750173,LINK
