Index,Cancer,Drug,Gene,Raw P value,Link
1,Brain Lower Grade Glioma (LGG),Temozolomide,CACNB2,0,LINK
2,Brain Lower Grade Glioma (LGG),Temozolomide,NSUN6,0,LINK
3,Brain Lower Grade Glioma (LGG),Temozolomide,ARL5B,0,LINK
4,Brain Lower Grade Glioma (LGG),Temozolomide,C10orf112,0,LINK
5,Brain Lower Grade Glioma (LGG),Temozolomide,U3|ENSG00000200545.1,0,LINK
6,Brain Lower Grade Glioma (LGG),Temozolomide,RNA5SP303,0,LINK
7,Brain Lower Grade Glioma (LGG),Temozolomide,PLXDC2,0,LINK
8,Brain Lower Grade Glioma (LGG),Temozolomide,MIR4675,0,LINK
9,Brain Lower Grade Glioma (LGG),Temozolomide,NEBL,0,LINK
10,Brain Lower Grade Glioma (LGG),Temozolomide,C10orf113,0,LINK
11,Brain Lower Grade Glioma (LGG),Temozolomide,U3|ENSG00000251749.1,0,LINK
12,Brain Lower Grade Glioma (LGG),Temozolomide,CASC10,0,LINK
13,Brain Lower Grade Glioma (LGG),Temozolomide,MIR1915,0,LINK
14,Brain Lower Grade Glioma (LGG),Temozolomide,SKIDA1,0,LINK
15,Brain Lower Grade Glioma (LGG),Temozolomide,MLLT10,0,LINK
16,Brain Lower Grade Glioma (LGG),Temozolomide,DNAJC1,0,LINK
17,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SKP37,0,LINK
18,Brain Lower Grade Glioma (LGG),Temozolomide,EBLN1,0,LINK
19,Brain Lower Grade Glioma (LGG),Temozolomide,BMI1,0,LINK
20,Brain Lower Grade Glioma (LGG),Temozolomide,COMMD3,0,LINK
21,Brain Lower Grade Glioma (LGG),Temozolomide,SPAG6,0,LINK
22,Brain Lower Grade Glioma (LGG),Temozolomide,PIP4K2A,0,LINK
23,Brain Lower Grade Glioma (LGG),Temozolomide,ARMC3,0,LINK
24,Brain Lower Grade Glioma (LGG),Temozolomide,RNA5SP304,0,LINK
25,Brain Lower Grade Glioma (LGG),Temozolomide,MSRB2,0,LINK
26,Brain Lower Grade Glioma (LGG),Temozolomide,SNORA40|ENSG00000252049.1,0,LINK
27,Brain Lower Grade Glioma (LGG),Temozolomide,PTF1A,0,LINK
28,Brain Lower Grade Glioma (LGG),Temozolomide,C10orf115,0,LINK
29,Brain Lower Grade Glioma (LGG),Temozolomide,C10orf67,0,LINK
30,Brain Lower Grade Glioma (LGG),Temozolomide,snoU13|ENSG00000238515.1,0,LINK
31,Brain Lower Grade Glioma (LGG),Temozolomide,OTUD1,0,LINK
32,Brain Lower Grade Glioma (LGG),Temozolomide,KIAA1217,0,LINK
33,Brain Lower Grade Glioma (LGG),Temozolomide,MIR603,0,LINK
34,Brain Lower Grade Glioma (LGG),Temozolomide,ARHGAP21,0,LINK
35,Brain Lower Grade Glioma (LGG),Temozolomide,RNA5SP305,0,LINK
36,Brain Lower Grade Glioma (LGG),Temozolomide,PRTFDC1,0,LINK
37,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SKP241,0,LINK
38,Brain Lower Grade Glioma (LGG),Temozolomide,ENKUR,0,LINK
39,Brain Lower Grade Glioma (LGG),Temozolomide,THNSL1,0,LINK
40,Brain Lower Grade Glioma (LGG),Temozolomide,GPR158,0,LINK
41,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SKP220,0,LINK
42,Brain Lower Grade Glioma (LGG),Temozolomide,RNA5SP306,0,LINK
43,Brain Lower Grade Glioma (LGG),Temozolomide,MYO3A,0,LINK
44,Brain Lower Grade Glioma (LGG),Temozolomide,GAD2,0,LINK
45,Brain Lower Grade Glioma (LGG),Temozolomide,APBB1IP,0,LINK
46,Brain Lower Grade Glioma (LGG),Temozolomide,RNA5SP307,0,LINK
47,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00264,0,LINK
48,Brain Lower Grade Glioma (LGG),Temozolomide,PDSS1,0,LINK
49,Brain Lower Grade Glioma (LGG),Temozolomide,ABI1,0,LINK
50,Brain Lower Grade Glioma (LGG),Temozolomide,SNORA57|ENSG00000223027.1,0,LINK
51,Brain Lower Grade Glioma (LGG),Temozolomide,snoU13|ENSG00000238414.1,0,LINK
52,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00614,0,LINK
53,Brain Lower Grade Glioma (LGG),Temozolomide,ANKRD26,0,LINK
54,Brain Lower Grade Glioma (LGG),Temozolomide,YME1L1,0,LINK
55,Brain Lower Grade Glioma (LGG),Temozolomide,MASTL,0,LINK
56,Brain Lower Grade Glioma (LGG),Temozolomide,ACBD5,0,LINK
57,Brain Lower Grade Glioma (LGG),Temozolomide,LRRC37A6P,0,LINK
58,Brain Lower Grade Glioma (LGG),Temozolomide,ARMC4P1,0,LINK
59,Brain Lower Grade Glioma (LGG),Temozolomide,PTCHD3,0,LINK
60,Brain Lower Grade Glioma (LGG),Temozolomide,RAB18,0,LINK
61,Brain Lower Grade Glioma (LGG),Temozolomide,MKX,0,LINK
62,Brain Lower Grade Glioma (LGG),Temozolomide,ARMC4,0,LINK
63,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SKP132,0,LINK
64,Brain Lower Grade Glioma (LGG),Temozolomide,MPP7,0,LINK
65,Brain Lower Grade Glioma (LGG),Temozolomide,U3|ENSG00000222666.1,0,LINK
66,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SKP39,0,LINK
67,Brain Lower Grade Glioma (LGG),Temozolomide,WAC,0,LINK
68,Brain Lower Grade Glioma (LGG),Temozolomide,RNU4ATAC6P,0,LINK
69,Brain Lower Grade Glioma (LGG),Temozolomide,BAMBI,0,LINK
70,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00837,0,LINK
71,Brain Lower Grade Glioma (LGG),Temozolomide,C10orf126,0,LINK
72,Brain Lower Grade Glioma (LGG),Temozolomide,RNA5SP308,0,LINK
73,Brain Lower Grade Glioma (LGG),Temozolomide,PPIF,0,LINK
74,Brain Lower Grade Glioma (LGG),Temozolomide,ZCCHC24,0,LINK
75,Brain Lower Grade Glioma (LGG),Temozolomide,LYZL1,1.11E-16,LINK
76,Brain Lower Grade Glioma (LGG),Temozolomide,PTCHD3P1,1.11E-16,LINK
77,Brain Lower Grade Glioma (LGG),Temozolomide,SVIL,1.11E-16,LINK
78,Brain Lower Grade Glioma (LGG),Temozolomide,MIR604,1.11E-16,LINK
79,Brain Lower Grade Glioma (LGG),Temozolomide,SNORD115|ENSG00000212411.1,1.11E-16,LINK
80,Brain Lower Grade Glioma (LGG),Temozolomide,MIR938,1.11E-16,LINK
81,Brain Lower Grade Glioma (LGG),Temozolomide,KIAA1462,1.11E-16,LINK
82,Brain Lower Grade Glioma (LGG),Temozolomide,MTPAP,1.11E-16,LINK
83,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SL241P,1.11E-16,LINK
84,Brain Lower Grade Glioma (LGG),Temozolomide,MAP3K8,1.11E-16,LINK
85,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SL63P,1.11E-16,LINK
86,Brain Lower Grade Glioma (LGG),Temozolomide,LYZL2,1.11E-16,LINK
87,Brain Lower Grade Glioma (LGG),Temozolomide,SVILP1,1.11E-16,LINK
88,Brain Lower Grade Glioma (LGG),Temozolomide,ZNF438,1.11E-16,LINK
89,Brain Lower Grade Glioma (LGG),Temozolomide,ZNF25,1.11E-16,LINK
90,Brain Lower Grade Glioma (LGG),Temozolomide,ZNF33A,1.11E-16,LINK
91,Brain Lower Grade Glioma (LGG),Temozolomide,ZNF37A,1.11E-16,LINK
92,Brain Lower Grade Glioma (LGG),Temozolomide,HSD17B7P2,1.11E-16,LINK
93,Brain Lower Grade Glioma (LGG),Temozolomide,SEPT7P9,1.11E-16,LINK
94,Brain Lower Grade Glioma (LGG),Temozolomide,CCNYL2,1.11E-16,LINK
95,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00839,1.11E-16,LINK
96,Brain Lower Grade Glioma (LGG),Temozolomide,ZNF37BP,1.11E-16,LINK
97,Brain Lower Grade Glioma (LGG),Temozolomide,ZNF33B,1.11E-16,LINK
98,Brain Lower Grade Glioma (LGG),Temozolomide,BMS1,1.11E-16,LINK
99,Brain Lower Grade Glioma (LGG),Temozolomide,snoU13|ENSG00000238732.1,1.11E-16,LINK
100,Brain Lower Grade Glioma (LGG),Temozolomide,MIR5100,1.11E-16,LINK
101,Brain Lower Grade Glioma (LGG),Temozolomide,RET,1.11E-16,LINK
102,Brain Lower Grade Glioma (LGG),Temozolomide,CSGALNACT2,1.11E-16,LINK
103,Brain Lower Grade Glioma (LGG),Temozolomide,RASGEF1A,1.11E-16,LINK
104,Brain Lower Grade Glioma (LGG),Temozolomide,RNU6ATAC11P,1.11E-16,LINK
105,Brain Lower Grade Glioma (LGG),Temozolomide,FXYD4,1.11E-16,LINK
106,Brain Lower Grade Glioma (LGG),Temozolomide,HNRNPF,1.11E-16,LINK
107,Brain Lower Grade Glioma (LGG),Temozolomide,U3|ENSG00000221400.1,1.11E-16,LINK
108,Brain Lower Grade Glioma (LGG),Temozolomide,ZNF487,1.11E-16,LINK
109,Brain Lower Grade Glioma (LGG),Temozolomide,ZNF239,1.11E-16,LINK
110,Brain Lower Grade Glioma (LGG),Temozolomide,ZNF485,1.11E-16,LINK
111,Brain Lower Grade Glioma (LGG),Temozolomide,ZNF32,1.11E-16,LINK
112,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00619,1.11E-16,LINK
113,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00840,1.11E-16,LINK
114,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00841,1.11E-16,LINK
115,Brain Lower Grade Glioma (LGG),Temozolomide,CXCL12,1.11E-16,LINK
116,Brain Lower Grade Glioma (LGG),Temozolomide,TMEM72,1.11E-16,LINK
117,Brain Lower Grade Glioma (LGG),Temozolomide,RASSF4,1.11E-16,LINK
118,Brain Lower Grade Glioma (LGG),Temozolomide,C10orf10,1.11E-16,LINK
119,Brain Lower Grade Glioma (LGG),Temozolomide,C10orf25,1.11E-16,LINK
120,Brain Lower Grade Glioma (LGG),Temozolomide,CEP164P1,1.11E-16,LINK
121,Brain Lower Grade Glioma (LGG),Temozolomide,ZNF22,1.11E-16,LINK
122,Brain Lower Grade Glioma (LGG),Temozolomide,RSU1P2,1.11E-16,LINK
123,Brain Lower Grade Glioma (LGG),Temozolomide,OR13A1,1.11E-16,LINK
124,Brain Lower Grade Glioma (LGG),Temozolomide,ALOX5,1.11E-16,LINK
125,Brain Lower Grade Glioma (LGG),Temozolomide,March8,1.11E-16,LINK
126,Brain Lower Grade Glioma (LGG),Temozolomide,ZFAND4,1.11E-16,LINK
127,Brain Lower Grade Glioma (LGG),Temozolomide,AGAP10,1.11E-16,LINK
128,Brain Lower Grade Glioma (LGG),Temozolomide,AGAP4,1.11E-16,LINK
129,Brain Lower Grade Glioma (LGG),Temozolomide,AGAP9,1.11E-16,LINK
130,Brain Lower Grade Glioma (LGG),Temozolomide,ANTXRLP1,1.11E-16,LINK
131,Brain Lower Grade Glioma (LGG),Temozolomide,ANTXRL,1.11E-16,LINK
132,Brain Lower Grade Glioma (LGG),Temozolomide,ANXA8L1,1.11E-16,LINK
133,Brain Lower Grade Glioma (LGG),Temozolomide,ANXA8L2,1.11E-16,LINK
134,Brain Lower Grade Glioma (LGG),Temozolomide,ANXA8,1.11E-16,LINK
135,Brain Lower Grade Glioma (LGG),Temozolomide,ASAH2C,1.11E-16,LINK
136,Brain Lower Grade Glioma (LGG),Temozolomide,BMS1P1,1.11E-16,LINK
137,Brain Lower Grade Glioma (LGG),Temozolomide,BMS1P2,1.11E-16,LINK
138,Brain Lower Grade Glioma (LGG),Temozolomide,C10orf43,1.11E-16,LINK
139,Brain Lower Grade Glioma (LGG),Temozolomide,FAM21B,1.11E-16,LINK
140,Brain Lower Grade Glioma (LGG),Temozolomide,FAM21C,1.11E-16,LINK
141,Brain Lower Grade Glioma (LGG),Temozolomide,FAM25B,1.11E-16,LINK
142,Brain Lower Grade Glioma (LGG),Temozolomide,FAM25E,1.11E-16,LINK
143,Brain Lower Grade Glioma (LGG),Temozolomide,FAM25G,1.11E-16,LINK
144,Brain Lower Grade Glioma (LGG),Temozolomide,FAM35BP,1.11E-16,LINK
145,Brain Lower Grade Glioma (LGG),Temozolomide,GPRIN2,1.11E-16,LINK
146,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00842,1.11E-16,LINK
147,Brain Lower Grade Glioma (LGG),Temozolomide,NPY4R,1.11E-16,LINK
148,Brain Lower Grade Glioma (LGG),Temozolomide,PTPN20A,1.11E-16,LINK
149,Brain Lower Grade Glioma (LGG),Temozolomide,RBP3,1.11E-16,LINK
150,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SL248P,1.11E-16,LINK
151,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SL453P,1.11E-16,LINK
152,Brain Lower Grade Glioma (LGG),Temozolomide,RNA5SP310,1.11E-16,LINK
153,Brain Lower Grade Glioma (LGG),Temozolomide,RNA5SP311,1.11E-16,LINK
154,Brain Lower Grade Glioma (LGG),Temozolomide,RNA5SP312,1.11E-16,LINK
155,Brain Lower Grade Glioma (LGG),Temozolomide,RNA5SP313,1.11E-16,LINK
156,Brain Lower Grade Glioma (LGG),Temozolomide,SYT15,1.11E-16,LINK
157,Brain Lower Grade Glioma (LGG),Temozolomide,ZNF488,1.11E-16,LINK
158,Brain Lower Grade Glioma (LGG),Temozolomide,GDF2,1.11E-16,LINK
159,Brain Lower Grade Glioma (LGG),Temozolomide,GDF10,1.11E-16,LINK
160,Brain Lower Grade Glioma (LGG),Temozolomide,BMS1P5,1.11E-16,LINK
161,Brain Lower Grade Glioma (LGG),Temozolomide,FAM25C,1.11E-16,LINK
162,Brain Lower Grade Glioma (LGG),Temozolomide,FRMPD2,1.11E-16,LINK
163,Brain Lower Grade Glioma (LGG),Temozolomide,GLUD1P2,1.11E-16,LINK
164,Brain Lower Grade Glioma (LGG),Temozolomide,PTPN20B,1.11E-16,LINK
165,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SL527P,1.11E-16,LINK
166,Brain Lower Grade Glioma (LGG),Temozolomide,RNA5SP314,1.11E-16,LINK
167,Brain Lower Grade Glioma (LGG),Temozolomide,RNA5SP315,1.11E-16,LINK
168,Brain Lower Grade Glioma (LGG),Temozolomide,MAPK8,1.11E-16,LINK
169,Brain Lower Grade Glioma (LGG),Temozolomide,ARHGAP22,1.11E-16,LINK
170,Brain Lower Grade Glioma (LGG),Temozolomide,WDFY4,1.11E-16,LINK
171,Brain Lower Grade Glioma (LGG),Temozolomide,LRRC18,1.11E-16,LINK
172,Brain Lower Grade Glioma (LGG),Temozolomide,MIR4294,1.11E-16,LINK
173,Brain Lower Grade Glioma (LGG),Temozolomide,VSTM4,1.11E-16,LINK
174,Brain Lower Grade Glioma (LGG),Temozolomide,FAM170B,1.11E-16,LINK
175,Brain Lower Grade Glioma (LGG),Temozolomide,C10orf128,1.11E-16,LINK
176,Brain Lower Grade Glioma (LGG),Temozolomide,C10orf71,1.11E-16,LINK
177,Brain Lower Grade Glioma (LGG),Temozolomide,DRGX,1.11E-16,LINK
178,Brain Lower Grade Glioma (LGG),Temozolomide,ERCC6,1.11E-16,LINK
179,Brain Lower Grade Glioma (LGG),Temozolomide,PGBD3,1.11E-16,LINK
180,Brain Lower Grade Glioma (LGG),Temozolomide,CHAT,1.11E-16,LINK
181,Brain Lower Grade Glioma (LGG),Temozolomide,SLC18A3,1.11E-16,LINK
182,Brain Lower Grade Glioma (LGG),Temozolomide,C10orf53,1.11E-16,LINK
183,Brain Lower Grade Glioma (LGG),Temozolomide,OGDHL,1.11E-16,LINK
184,Brain Lower Grade Glioma (LGG),Temozolomide,RNA5SP318,1.11E-16,LINK
185,Brain Lower Grade Glioma (LGG),Temozolomide,MIR548F1,1.11E-16,LINK
186,Brain Lower Grade Glioma (LGG),Temozolomide,MTRNR2L5,1.11E-16,LINK
187,Brain Lower Grade Glioma (LGG),Temozolomide,ZWINT,1.11E-16,LINK
188,Brain Lower Grade Glioma (LGG),Temozolomide,SNORD2|ENSG00000238707.1,1.11E-16,LINK
189,Brain Lower Grade Glioma (LGG),Temozolomide,MIR3924,1.11E-16,LINK
190,Brain Lower Grade Glioma (LGG),Temozolomide,IPMK,1.11E-16,LINK
191,Brain Lower Grade Glioma (LGG),Temozolomide,snoU13|ENSG00000238970.1,1.11E-16,LINK
192,Brain Lower Grade Glioma (LGG),Temozolomide,CISD1,1.11E-16,LINK
193,Brain Lower Grade Glioma (LGG),Temozolomide,UBE2D1,1.11E-16,LINK
194,Brain Lower Grade Glioma (LGG),Temozolomide,TFAM,1.11E-16,LINK
195,Brain Lower Grade Glioma (LGG),Temozolomide,BICC1,1.11E-16,LINK
196,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SKP196,1.11E-16,LINK
197,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00844,1.11E-16,LINK
198,Brain Lower Grade Glioma (LGG),Temozolomide,CCAR1,1.11E-16,LINK
199,Brain Lower Grade Glioma (LGG),Temozolomide,PHYHIPL,2.22E-16,LINK
200,Brain Lower Grade Glioma (LGG),Temozolomide,FAM13C,2.22E-16,LINK
201,Brain Lower Grade Glioma (LGG),Temozolomide,SLC16A9,2.22E-16,LINK
202,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00948,2.22E-16,LINK
203,Brain Lower Grade Glioma (LGG),Temozolomide,CCDC6,2.22E-16,LINK
204,Brain Lower Grade Glioma (LGG),Temozolomide,C10orf40,2.22E-16,LINK
205,Brain Lower Grade Glioma (LGG),Temozolomide,ANK3,2.22E-16,LINK
206,Brain Lower Grade Glioma (LGG),Temozolomide,CDK1,2.22E-16,LINK
207,Brain Lower Grade Glioma (LGG),Temozolomide,RHOBTB1,2.22E-16,LINK
208,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00845,2.22E-16,LINK
209,Brain Lower Grade Glioma (LGG),Temozolomide,TMEM26,2.22E-16,LINK
210,Brain Lower Grade Glioma (LGG),Temozolomide,C10orf107,2.22E-16,LINK
211,Brain Lower Grade Glioma (LGG),Temozolomide,ARID5B,2.22E-16,LINK
212,Brain Lower Grade Glioma (LGG),Temozolomide,RTKN2,2.22E-16,LINK
213,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SL591P,2.22E-16,LINK
214,Brain Lower Grade Glioma (LGG),Temozolomide,CTNNA3,2.22E-16,LINK
215,Brain Lower Grade Glioma (LGG),Temozolomide,LRRTM3,2.22E-16,LINK
216,Brain Lower Grade Glioma (LGG),Temozolomide,DNAJC12,2.22E-16,LINK
217,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SL394P,2.22E-16,LINK
218,Brain Lower Grade Glioma (LGG),Temozolomide,SIRT1,2.22E-16,LINK
219,Brain Lower Grade Glioma (LGG),Temozolomide,HERC4,2.22E-16,LINK
220,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SL220P,2.22E-16,LINK
221,Brain Lower Grade Glioma (LGG),Temozolomide,MYPN,2.22E-16,LINK
222,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SKP202,2.22E-16,LINK
223,Brain Lower Grade Glioma (LGG),Temozolomide,ATOH7,2.22E-16,LINK
224,Brain Lower Grade Glioma (LGG),Temozolomide,PBLD,2.22E-16,LINK
225,Brain Lower Grade Glioma (LGG),Temozolomide,HNRNPH3,2.22E-16,LINK
226,Brain Lower Grade Glioma (LGG),Temozolomide,RUFY2,2.22E-16,LINK
227,Brain Lower Grade Glioma (LGG),Temozolomide,DNA2,2.22E-16,LINK
228,Brain Lower Grade Glioma (LGG),Temozolomide,RNA5SP319,2.22E-16,LINK
229,Brain Lower Grade Glioma (LGG),Temozolomide,LINC00849,2.22E-16,LINK
230,Brain Lower Grade Glioma (LGG),Temozolomide,SLC25A16,2.22E-16,LINK
231,Brain Lower Grade Glioma (LGG),Temozolomide,TET1,2.22E-16,LINK
232,Brain Lower Grade Glioma (LGG),Temozolomide,snoU13|ENSG00000251926.1,2.22E-16,LINK
233,Brain Lower Grade Glioma (LGG),Temozolomide,SNORD98,2.22E-16,LINK
234,Brain Lower Grade Glioma (LGG),Temozolomide,STOX1,2.22E-16,LINK
235,Brain Lower Grade Glioma (LGG),Temozolomide,DDX50,2.22E-16,LINK
236,Brain Lower Grade Glioma (LGG),Temozolomide,DDX21,2.22E-16,LINK
237,Brain Lower Grade Glioma (LGG),Temozolomide,RN7SL373P,2.22E-16,LINK
238,Brain Lower Grade Glioma (LGG),Temozolomide,KIAA1279,2.22E-16,LINK
239,Brain Lower Grade Glioma (LGG),Temozolomide,SRGN,2.22E-16,LINK
240,Brain Lower Grade Glioma (LGG),Temozolomide,VPS26A,2.22E-16,LINK
241,Brain Lower Grade Glioma (LGG),Temozolomide,SUPV3L1,2.22E-16,LINK
242,Brain Lower Grade Glioma (LGG),Temozolomide,HKDC1,2.22E-16,LINK
243,Brain Lower Grade Glioma (LGG),Temozolomide,HK1,2.22E-16,LINK
244,Brain Lower Grade Glioma (LGG),Temozolomide,TACR2,2.22E-16,LINK
245,Brain Lower Grade Glioma (LGG),Temozolomide,TSPAN15,2.22E-16,LINK
246,Brain Lower Grade Glioma (LGG),Temozolomide,NEUROG3,2.22E-16,LINK
247,Brain Lower Grade Glioma (LGG),Temozolomide,C10orf35,2.22E-16,LINK
248,Brain Lower Grade Glioma (LGG),Temozolomide,COL13A1,2.22E-16,LINK
249,Brain Lower Grade Glioma (LGG),Temozolomide,H2AFY2,2.22E-16,LINK
250,Brain Lower Grade Glioma (LGG),Temozolomide,AIFM2,2.22E-16,LINK
251,Brain Lower Grade Glioma (LGG),Temozolomide,TYSND1,2.22E-16,LINK
252,Brain Lower Grade Glioma (LGG),Temozolomide,SAR1A,2.22E-16,LINK
253,Brain Lower Grade Glioma (LGG),Temozolomide,PPA1,2.22E-16,LINK
254,Brain Lower Grade Glioma (LGG),Temozolomide,NPFFR1,2.22E-16,LINK
255,Brain Lower Grade Glioma (LGG),Temozolomide,LRRC20,2.22E-16,LINK
256,Brain Lower Grade Glioma (LGG),Temozolomide,EIF4EBP2,2.22E-16,LINK
257,Brain Lower Grade Glioma (LGG),Temozolomide,NODAL,2.22E-16,LINK
258,Brain Lower Grade Glioma (LGG),Temozolomide,PALD1,2.22E-16,LINK
259,Brain Lower Grade Glioma (LGG),Temozolomide,PRF1,2.22E-16,LINK
260,Brain Lower Grade Glioma (LGG),Temozolomide,ADAMTS14,2.22E-16,LINK
261,Brain Lower Grade Glioma (LGG),Temozolomide,TBATA,2.22E-16,LINK
262,Brain Lower Grade Glioma (LGG),Temozolomide,SGPL1,2.22E-16,LINK
263,Brain Lower Grade Glioma (LGG),Temozolomide,PCBD1,2.22E-16,LINK
264,Brain Lower Grade Glioma (LGG),Temozolomide,UNC5B,2.22E-16,LINK
265,Brain Lower Grade Glioma (LGG),Temozolomide,SLC29A3,2.22E-16,LINK
266,Brain Lower Grade Glioma (LGG),Temozolomide,snoU13|ENSG00000238918.1,2.22E-16,LINK
267,Brain Lower Grade Glioma (LGG),Temozolomide,CDH23,2.22E-16,LINK
268,Brain Lower Grade Glioma (LGG),Temozolomide,C10orf105,2.22E-16,LINK
269,Brain Lower Grade Glioma (LGG),Temozolomide,C10orf54,2.22E-16,LINK
270,Brain Lower Grade Glioma (LGG),Temozolomide,PSAP,2.22E-16,LINK
271,Brain Lower Grade Glioma (LGG),Temozolomide,CHST3,2.22E-16,LINK
272,Brain Lower Grade Glioma (LGG),Temozolomide,SPOCK2,2.22E-16,LINK
273,Brain Lower Grade Glioma (LGG),Temozolomide,ASCC1,2.22E-16,LINK
274,Brain Lower Grade Glioma (LGG),Temozolomide,SNORA36|ENSG00000200294.1,2.22E-16,LINK
275,Brain Lower Grade Glioma (LGG),Temozolomide,ANAPC16,2.22E-16,LINK
276,Brain Lower Grade Glioma (LGG),Temozolomide,DDIT4,2.22E-16,LINK
277,Brain Lower Grade Glioma (LGG),Temozolomide,DNAJB12,2.22E-16,LINK
278,Brain Lower Grade Glioma (LGG),Temozolomide,MICU1,2.22E-16,LINK
279,Brain Lower Grade Glioma (LGG),Temozolomide,MCU,2.22E-16,LINK
280,Brain Lower Grade Glioma (LGG),Temozolomide,MIR4676,2.22E-16,LINK
281,Brain Lower Grade Glioma (LGG),Temozolomide,OIT3,2.22E-16,LINK
282,Brain Lower Grade Glioma (LGG),Temozolomide,PLA2G12B,2.22E-16,LINK
283,Brain Lower Grade Glioma (LGG),Temozolomide,P4HA1,2.22E-16,LINK
284,Brain Lower Grade Glioma (LGG),Temozolomide,NUDT13,2.22E-16,LINK
285,Brain Lower Grade Glioma (LGG),Temozolomide,SNORA11|ENSG00000221164.1,2.22E-16,LINK
286,Brain Lower Grade Glioma (LGG),Temozolomide,ECD,2.22E-16,LINK
287,Brain Lower Grade Glioma (LGG),Temozolomide,FAM149B1,2.22E-16,LINK
288,Brain Lower Grade Glioma (LGG),Temozolomide,DNAJC9,2.22E-16,LINK
289,Brain Lower Grade Glioma (LGG),Temozolomide,MRPS16,2.22E-16,LINK
290,Brain Lower Grade Glioma (LGG),Temozolomide,TTC18,2.22E-16,LINK
291,Brain Lower Grade Glioma (LGG),Temozolomide,snoU13|ENSG00000238983.1,2.22E-16,LINK
292,Brain Lower Grade Glioma (LGG),Temozolomide,ANXA7,2.22E-16,LINK
293,Brain Lower Grade Glioma (LGG),Temozolomide,MSS51,2.22E-16,LINK
294,Brain Lower Grade Glioma (LGG),Temozolomide,PPP3CB,2.22E-16,LINK
295,Brain Lower Grade Glioma (LGG),Temozolomide,USP54,2.22E-16,LINK
296,Brain Lower Grade Glioma (LGG),Temozolomide,MYOZ1,2.22E-16,LINK
297,Brain Lower Grade Glioma (LGG),Temozolomide,SYNPO2L,2.22E-16,LINK
298,Brain Lower Grade Glioma (LGG),Temozolomide,AGAP5,2.22E-16,LINK
299,Brain Lower Grade Glioma (LGG),Temozolomide,RNA5SP320,2.22E-16,LINK
300,Brain Lower Grade Glioma (LGG),Temozolomide,BMS1P4,2.22E-16,LINK
301,Brain Lower Grade Glioma (LGG),Temozolomide,GLUD1P3,2.22E-16,LINK
302,Brain Lower Grade Glioma (LGG),Temozolomide,SEC24C,2.22E-16,LINK
303,Brain Lower Grade Glioma (LGG),Temozolomide,FUT11,2.22E-16,LINK
304,Brain Lower Grade Glioma (LGG),Temozolomide,RMRPP1,2.22E-16,LINK
305,Brain Lower Grade Glioma (LGG),Temozolomide,CHCHD1,2.22E-16,LINK
306,Brain Lower Grade Glioma (LGG),Temozolomide,ZSWIM8,2.22E-16,LINK
307,Brain Lower Grade Glioma (LGG),Temozolomide,NDST2,2.22E-16,LINK
308,Brain Lower Grade Glioma (LGG),Temozolomide,CAMK2G,2.22E-16,LINK
309,Brain Lower Grade Glioma (LGG),Temozolomide,C10orf55,2.22E-16,LINK
310,Brain Lower Grade Glioma (LGG),Temozolomide,PLAU,2.22E-16,LINK
311,Brain Lower Grade Glioma (LGG),Temozolomide,VCL,2.22E-16,LINK
312,Brain Lower Grade Glioma (LGG),Temozolomide,AP3M1,2.22E-16,LINK
313,Brain Lower Grade Glioma (LGG),Temozolomide,ADK,2.22E-16,LINK
314,Brain Lower Grade Glioma (LGG),Temozolomide,KAT6B,2.22E-16,LINK
315,Brain Lower Grade Glioma (LGG),Temozolomide,DUPD1,2.22E-16,LINK
316,Brain Lower Grade Glioma (LGG),Temozolomide,DUSP13,2.22E-16,LINK
317,Brain Lower Grade Glioma (LGG),Temozolomide,SAMD8,2.22E-16,LINK
318,Brain Lower Grade Glioma (LGG),Temozolomide,VDAC2,2.22E-16,LINK
319,Brain Lower Grade Glioma (LGG),Temozolomide,COMTD1,2.22E-16,LINK
