Index,Cancer,Drug,Gene,Raw P value,Link
283,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,CAV3,7.00E-05,LINK
284,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,OXTR,7.00E-05,LINK
285,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,snoU13|ENSG00000238354.1,0.0001010060482,LINK
286,Ovarian serous cystadenocarcinoma (OV),Cisplatin,ARHGAP24,0.0001020607673,LINK
287,Ovarian serous cystadenocarcinoma (OV),Cisplatin,MAPK10,0.0001020607673,LINK
288,Ovarian serous cystadenocarcinoma (OV),Cisplatin,RN7SKP96,0.0001020607673,LINK
289,Ovarian serous cystadenocarcinoma (OV),Cisplatin,MIR4452,0.0001020607673,LINK
290,Ovarian serous cystadenocarcinoma (OV),Cisplatin,MIR4451,0.0001165275064,LINK
291,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,TMC1,0.00012723292,LINK
292,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,snoU13|ENSG00000238402.1,0.00012723292,LINK
293,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,ALDH1A1,0.00012723292,LINK
294,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,ANXA1,0.00012723292,LINK
295,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,RNA5SP286,0.00012723292,LINK
296,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,RORB,0.00012723292,LINK
297,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,TRPM6,0.00012723292,LINK
298,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,RN7SKP47,0.00012723292,LINK
299,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,RNY4P1,0.00012723292,LINK
300,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,C9orf40,0.00012723292,LINK
301,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,C9orf41,0.00012723292,LINK
302,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,NMRK1,0.00012723292,LINK
303,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,OSTF1,0.00012723292,LINK
304,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,snoU13|ENSG00000238598.1,0.00012723292,LINK
305,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,PCSK5,0.00012723292,LINK
306,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,RFK,0.00012723292,LINK
307,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,GCNT1,0.00012723292,LINK
308,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,PRUNE2,0.00012723292,LINK
309,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,PCA3,0.00012723292,LINK
310,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,FOXB2,0.00012723292,LINK
311,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,VPS13A,0.00012723292,LINK
312,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,GNA14,0.00012723292,LINK
313,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,GNAQ,0.00012723292,LINK
314,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,RN7SKP59,0.00012723292,LINK
315,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,CEP78,0.00012723292,LINK
316,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,PSAT1,0.00012723292,LINK
317,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,SUMF1,0.0001442519478,LINK
318,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,LRRC2,0.0001477747429,LINK
319,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,LUZPP1,0.0001477747429,LINK
320,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,TDGF1,0.0001477747429,LINK
321,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,VSTM2A,0.0001558537132,LINK
322,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,SEC61G,0.0001558537132,LINK
323,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,SNORA73|ENSG00000252054.1,0.0001558537132,LINK
324,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,LANCL2,0.0001558537132,LINK
325,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,VOPP1,0.0001558537132,LINK
326,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,FKBP9L,0.0001558537132,LINK
327,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,SEPT14,0.0001558537132,LINK
328,Ovarian serous cystadenocarcinoma (OV),Cisplatin,PTPN13,0.0001564159854,LINK
329,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,CSNK1G2,0.0001646628583,LINK
330,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,TMPRSS9,0.0001647946365,LINK
331,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,LMNB2,0.0001647946365,LINK
332,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,TIMM13,0.0001647946365,LINK
333,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,GADD45B,0.0001647946365,LINK
334,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,GNG7,0.0001647946365,LINK
335,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,DIRAS1,0.0001647946365,LINK
336,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,SLC39A3,0.0001647946365,LINK
337,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,SGTA,0.0001647946365,LINK
338,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,THOP1,0.0001647946365,LINK
339,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,ZNF554,0.0001647946365,LINK
340,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,ZNF555,0.0001647946365,LINK
341,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,ZNF556,0.0001647946365,LINK
342,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,MAMDC2,0.0001650236668,LINK
343,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,BTBD2,0.0001651459528,LINK
344,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,RN7SL226P,0.0001651459528,LINK
345,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,MKNK2,0.0001651459528,LINK
346,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,MOB3A,0.0001651459528,LINK
347,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,AP3D1,0.0001651459528,LINK
348,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,IZUMO4,0.0001651459528,LINK
349,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,DOT1L,0.0001651459528,LINK
350,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,MIR1227,0.0001651459528,LINK
351,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,PLEKHJ1,0.0001651459528,LINK
352,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,SF3A2,0.0001651459528,LINK
353,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,AMH,0.0001651459528,LINK
354,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,JSRP1,0.0001651459528,LINK
355,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,MIR4321,0.0001651459528,LINK
356,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,C19orf35,0.0001651459528,LINK
357,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,OAZ1,0.0001651459528,LINK
358,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,LINGO3,0.0001651459528,LINK
359,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,LSM7,0.0001651459528,LINK
360,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,SPPL2B,0.0001651459528,LINK
361,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,RN7SL570P,0.0001653074354,LINK
362,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,SMC5,0.0001653074354,LINK
363,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,KLF9,0.0001653074354,LINK
364,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,C9orf57,0.0001653074354,LINK
365,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,GDA,0.0001653074354,LINK
366,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,RNA5SP285,0.0001653074354,LINK
367,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,ZFAND5,0.0001653074354,LINK
368,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,ABHD17A,0.000165881388,LINK
369,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,ADAT3,0.000165881388,LINK
370,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,SCAMP4,0.000165881388,LINK
371,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,MAGI2,0.0001689506188,LINK
372,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,snoU13|ENSG00000238642.1,0.0001694137601,LINK
373,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,VHL,0.0001694137601,LINK
374,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,snoU13|ENSG00000238345.1,0.0001694137601,LINK
375,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,IRAK2,0.0001694137601,LINK
376,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,TATDN2,0.0001694137601,LINK
377,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,LINC00852,0.0001694137601,LINK
378,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,GHRLOS,0.0001694137601,LINK
379,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,GHRL,0.0001694137601,LINK
380,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,SEC13,0.0001694137601,LINK
381,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,ATP2B2,0.0001694137601,LINK
382,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,MIR378B,0.0001694137601,LINK
383,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,MIR885,0.0001694137601,LINK
384,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,LINC00606,0.0001694137601,LINK
385,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,SLC6A11,0.0001694137601,LINK
386,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,SLC6A1,0.0001694137601,LINK
387,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,HRH1,0.0001694137601,LINK
388,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,FAM189A2,0.0001732140374,LINK
389,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,PTAR1,0.0001732140374,LINK
390,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,ATG7,0.0001784541188,LINK
391,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,VGLL4,0.0001784541188,LINK
392,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,C7orf10,0.0001885240407,LINK
393,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,AVL9,0.0001993844923,LINK
394,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,FKBP9,0.0001993844923,LINK
395,Ovarian serous cystadenocarcinoma (OV),Cisplatin,DSPP,0.0002141132605,LINK
396,Ovarian serous cystadenocarcinoma (OV),Cisplatin,DMP1,0.0002141132605,LINK
397,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,RN7SL816P,0.0002192287616,LINK
398,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,ZNF479,0.0002192287616,LINK
399,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,CHL1,0.0002234990871,LINK
400,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,CNTN4,0.0002234990871,LINK
401,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,CNTN6,0.0002234990871,LINK
402,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,RN7SKP144,0.0002234990871,LINK
403,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,RN7SL120P,0.0002234990871,LINK
404,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,TRPM3,0.0002275907568,LINK
405,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,MIR204,0.0002275907568,LINK
406,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,TMEM2,0.0002275907568,LINK
407,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,ABHD17B,0.0002275907568,LINK
408,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,C9orf85,0.0002275907568,LINK
409,Mesothelioma (MESO),Cisplatin,RNU4ATAC8P,0.0002347804739,LINK
410,Mesothelioma (MESO),Cisplatin,FPGT,0.0002347804739,LINK
411,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,TMEM252,0.0002386990378,LINK
412,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,PIP5K1B,0.0002386990378,LINK
413,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,FAM122A,0.0002386990378,LINK
414,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,PRKACG,0.0002386990378,LINK
415,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,FXN,0.0002386990378,LINK
416,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,TJP2,0.0002386990378,LINK
417,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,CCT6A,0.0002540362228,LINK
418,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,SNORA15|ENSG00000207168.1,0.0002540362228,LINK
419,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,SNORA22|ENSG00000206603.1,0.0002540362228,LINK
420,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,SUMF2,0.0002540362228,LINK
421,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,PHKG1,0.0002540362228,LINK
422,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,CHCHD2,0.0002540362228,LINK
423,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,snoU13|ENSG00000238673.1,0.0002540362228,LINK
424,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,NUPR1L,0.0002540362228,LINK
425,Mesothelioma (MESO),Cisplatin,ARID2,0.0002599619042,LINK
426,Mesothelioma (MESO),Cisplatin,OMA1,0.0002624355145,LINK
427,Mesothelioma (MESO),Cisplatin,RN7SL713P,0.0002624355145,LINK
428,Mesothelioma (MESO),Cisplatin,TACSTD2,0.0002624355145,LINK
429,Mesothelioma (MESO),Cisplatin,MYSM1,0.0002624355145,LINK
430,Mesothelioma (MESO),Cisplatin,JUN,0.0002624355145,LINK
431,Mesothelioma (MESO),Cisplatin,FGGY,0.0002624355145,LINK
432,Mesothelioma (MESO),Cisplatin,MIR4711,0.0002624355145,LINK
433,Mesothelioma (MESO),Cisplatin,HOOK1,0.0002624355145,LINK
434,Mesothelioma (MESO),Cisplatin,CYP2J2,0.0002624355145,LINK
435,Mesothelioma (MESO),Cisplatin,RN7SL475P,0.0002624355145,LINK
436,Mesothelioma (MESO),Cisplatin,C1orf87,0.0002624355145,LINK
437,Mesothelioma (MESO),Cisplatin,NFIA,0.0002624355145,LINK
438,Mesothelioma (MESO),Cisplatin,TM2D1,0.0002624355145,LINK
439,Mesothelioma (MESO),Cisplatin,INADL,0.0002624355145,LINK
440,Mesothelioma (MESO),Cisplatin,RN7SL180P,0.0002624355145,LINK
441,Mesothelioma (MESO),Cisplatin,L1TD1,0.0002624355145,LINK
442,Mesothelioma (MESO),Cisplatin,KANK4,0.0002624355145,LINK
443,Mesothelioma (MESO),Cisplatin,ANGPTL3,0.0002624355145,LINK
444,Mesothelioma (MESO),Cisplatin,ATG4C,0.0002624355145,LINK
445,Mesothelioma (MESO),Cisplatin,LINC00466,0.0002624355145,LINK
446,Mesothelioma (MESO),Cisplatin,RNA5SP49,0.0002624355145,LINK
447,Mesothelioma (MESO),Cisplatin,FOXD3,0.0002624355145,LINK
448,Mesothelioma (MESO),Cisplatin,ALG6,0.0002624355145,LINK
449,Mesothelioma (MESO),Cisplatin,ITGB3BP,0.0002624355145,LINK
450,Mesothelioma (MESO),Cisplatin,EFCAB7,0.0002624355145,LINK
451,Mesothelioma (MESO),Cisplatin,RN7SL488P,0.0002624355145,LINK
452,Mesothelioma (MESO),Cisplatin,DLEU2L,0.0002624355145,LINK
453,Mesothelioma (MESO),Cisplatin,PGM1,0.0002624355145,LINK
454,Mesothelioma (MESO),Cisplatin,RN7SL130P,0.0002624355145,LINK
455,Mesothelioma (MESO),Cisplatin,ROR1,0.0002624355145,LINK
456,Mesothelioma (MESO),Cisplatin,UBE2U,0.0002624355145,LINK
457,Mesothelioma (MESO),Cisplatin,CACHD1,0.0002624355145,LINK
458,Mesothelioma (MESO),Cisplatin,MIR4794,0.0002624355145,LINK
459,Mesothelioma (MESO),Cisplatin,RAVER2,0.0002624355145,LINK
460,Mesothelioma (MESO),Cisplatin,JAK1,0.0002624355145,LINK
461,Mesothelioma (MESO),Cisplatin,MIR3671,0.0002624355145,LINK
462,Mesothelioma (MESO),Cisplatin,AK4,0.0002624355145,LINK
463,Mesothelioma (MESO),Cisplatin,DNAJC6,0.0002624355145,LINK
464,Mesothelioma (MESO),Cisplatin,LEPROT,0.0002624355145,LINK
465,Mesothelioma (MESO),Cisplatin,LEPR,0.0002624355145,LINK
466,Mesothelioma (MESO),Cisplatin,snoU13|ENSG00000238931.1,0.0002624355145,LINK
467,Mesothelioma (MESO),Cisplatin,RN7SL854P,0.0002624355145,LINK
468,Mesothelioma (MESO),Cisplatin,PDE4B,0.0002624355145,LINK
469,Mesothelioma (MESO),Cisplatin,SGIP1,0.0002624355145,LINK
470,Mesothelioma (MESO),Cisplatin,MIR3117,0.0002624355145,LINK
471,Mesothelioma (MESO),Cisplatin,TCTEX1D1,0.0002624355145,LINK
472,Mesothelioma (MESO),Cisplatin,INSL5,0.0002624355145,LINK
473,Mesothelioma (MESO),Cisplatin,WDR78,0.0002624355145,LINK
474,Mesothelioma (MESO),Cisplatin,LRRC7,0.0002624355145,LINK
475,Mesothelioma (MESO),Cisplatin,RN7SL538P,0.0002624355145,LINK
476,Mesothelioma (MESO),Cisplatin,PIN1P1,0.0002624355145,LINK
477,Mesothelioma (MESO),Cisplatin,LRRC40,0.0002624355145,LINK
478,Mesothelioma (MESO),Cisplatin,RN7SL242P,0.0002624355145,LINK
479,Mesothelioma (MESO),Cisplatin,SRSF11,0.0002624355145,LINK
480,Mesothelioma (MESO),Cisplatin,ANKRD13C,0.0002624355145,LINK
481,Mesothelioma (MESO),Cisplatin,HHLA3,0.0002624355145,LINK
482,Mesothelioma (MESO),Cisplatin,CTH,0.0002765410628,LINK
483,Mesothelioma (MESO),Cisplatin,PTGER3,0.0002765410628,LINK
484,Mesothelioma (MESO),Cisplatin,ZRANB2,0.0002765410628,LINK
485,Mesothelioma (MESO),Cisplatin,MIR186,0.0002765410628,LINK
486,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,APBA1,0.0003157527914,LINK
487,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,VWC2,0.0003158529421,LINK
488,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,ZPBP,0.0003158529421,LINK
489,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,C7orf72,0.0003158529421,LINK
490,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,IKZF1,0.0003158529421,LINK
491,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,FIGNL1,0.0003158529421,LINK
492,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,DDC,0.0003158529421,LINK
493,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,GRB10,0.0003158529421,LINK
494,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,SNORA4|ENSG00000201133.1,0.0003158529421,LINK
495,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,COBL,0.0003158529421,LINK
496,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,AGMO,0.0003396912555,LINK
497,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,ABCA13,0.0003410438907,LINK
498,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,RN7SL292P,0.0003410438907,LINK
499,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,SNORA31|ENSG00000253028.1,0.0003410438907,LINK
500,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,snoU13|ENSG00000238506.1,0.0003410438907,LINK
501,Mesothelioma (MESO),Cisplatin,KIF21A,0.0003451733324,LINK
502,Mesothelioma (MESO),Cisplatin,ABCD2,0.0003451733324,LINK
503,Mesothelioma (MESO),Cisplatin,C12orf40,0.0003451733324,LINK
504,Mesothelioma (MESO),Cisplatin,SLC2A13,0.0003451733324,LINK
505,Mesothelioma (MESO),Cisplatin,SNORA22|ENSG00000199571.1,0.0003451733324,LINK
506,Mesothelioma (MESO),Cisplatin,LRRK2,0.0003451733324,LINK
507,Mesothelioma (MESO),Cisplatin,MUC19,0.0003451733324,LINK
508,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,SKAP2,0.0004309698878,LINK
509,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,POM121L12,0.000448213327,LINK
510,Head and Neck squamous cell carcinoma (HNSC),Cisplatin,RN7SKP218,0.000448213327,LINK
511,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,PRSS57,0.0004531425806,LINK
512,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,PALM,0.0004531425806,LINK
513,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,MISP,0.0004531425806,LINK
514,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,PTBP1,0.0004531425806,LINK
515,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,MIR4745,0.0004531425806,LINK
516,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,AZU1,0.0004531425806,LINK
517,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,LPPR3,0.0004531425806,LINK
518,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,MIR3187,0.0004531425806,LINK
519,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,ARID3A,0.0004531425806,LINK
520,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,CFD,0.0004531425806,LINK
521,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,ELANE,0.0004531425806,LINK
522,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,KISS1R,0.0004531425806,LINK
523,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,MED16,0.0004531425806,LINK
524,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,PRTN3,0.0004531425806,LINK
525,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,R3HDM4,0.0004531425806,LINK
526,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,WDR18,0.0004531425806,LINK
527,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,GRIN3B,0.0004531425806,LINK
528,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,TMEM259,0.0004531425806,LINK
529,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,CNN2,0.0004531425806,LINK
530,Cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC),Cisplatin,ABCA7,0.0004531425806,LINK
